,gw,kickoff,team_h,team_a,score_h,score_a,id,time,type,text,playerIds,game_id,time_in_seconds,on_name,off_name,on_id,off_id,on_opta_id,off_opta_id,on_fpl_id,off_fpl_id,team_code,team_id,team_short,missing
0,1,"Fri 5 Aug 2022, 20:00 BST",Crystal Palace,Arsenal,0,2,1702103,90 +3,substitution,"Substitution, Arsenal. Albert Sambi Lokonga replaces Martin Ødegaard.","[31861, 11419]",74911,5536,Albert Sambi Lokonga,Martin Ødegaard,31861,11419,p437742,p184029,18,7,1,1,ARS,False
1,1,"Fri 5 Aug 2022, 20:00 BST",Crystal Palace,Arsenal,0,2,1702096,86,substitution,"Substitution, Crystal Palace. Malcolm Ebiowei replaces Eberechi Eze.","[49485, 21584]",74911,5142,Malcolm Ebiowei,Eberechi Eze,49485,21584,p450535,p232413,173,169,6,7,CRY,False
2,1,"Fri 5 Aug 2022, 20:00 BST",Crystal Palace,Arsenal,0,2,1702101,86,substitution,"Substitution, Crystal Palace. Will Hughes replaces Jeffrey Schlupp.","[8589, 8980]",74911,5130,Will Hughes,Jeffrey Schlupp,8589,8980,p108413,p86417,163,161,6,7,CRY,False
3,1,"Fri 5 Aug 2022, 20:00 BST",Crystal Palace,Arsenal,0,2,1702090,83,substitution,"Substitution, Arsenal. Eddie Nketiah replaces Gabriel Jesus.","[14451, 19680]",74911,4961,Eddie Nketiah,Gabriel Jesus,14451,19680,p205533,p205651,11,28,1,1,ARS,False
4,1,"Fri 5 Aug 2022, 20:00 BST",Crystal Palace,Arsenal,0,2,1702091,83,substitution,"Substitution, Arsenal. Kieran Tierney replaces Oleksandr Zinchenko.","[12185, 19620]",74911,4940,Kieran Tierney,Oleksandr Zinchenko,12185,19620,p192895,p206325,8,313,1,1,ARS,False
5,1,"Fri 5 Aug 2022, 20:00 BST",Crystal Palace,Arsenal,0,2,1702084,75,substitution,"Substitution, Crystal Palace. Luka Milivojevic replaces Cheick Oumar Doucouré because of an injury.","[5859, 126670]",74911,4468,Luka Milivojevic,Cheick Oumar Doucouré,5859,126670,p66975,p438464,158,514,6,7,CRY,False
6,1,"Fri 5 Aug 2022, 20:00 BST",Crystal Palace,Arsenal,0,2,1702064,58,substitution,"Substitution, Crystal Palace. Jean-Philippe Mateta replaces Odsonne Édouard.","[20874, 16788]",74911,3470,Jean-Philippe Mateta,Odsonne Édouard,20874,16788,p231747,p199670,168,166,6,7,CRY,False
7,1,"Sat 6 Aug 2022, 12:30 BST",Fulham,Liverpool,2,2,1702190,90 +4,substitution,"Substitution, Fulham. Shane Duffy replaces Bobby De Cordova-Reid.","[3601, 8192]",74914,5611,Shane Duffy,Bobby De Cordova-Reid,3601,8192,p61933,p96994,105,205,34,9,FUL,False
8,1,"Sat 6 Aug 2022, 12:30 BST",Fulham,Liverpool,2,2,1702188,89,substitution,"Substitution, Fulham. Tom Cairney replaces Andreas Pereira.","[3894, 10476]",74914,5319,Tom Cairney,Andreas Pereira,3894,10476,p76357,p156689,200,346,34,9,FUL,False
9,1,"Sat 6 Aug 2022, 12:30 BST",Fulham,Liverpool,2,2,1702175,78,substitution,"Substitution, Liverpool. Fábio Carvalho replaces Luis Díaz.","[32289, 66669]",74914,4629,Fábio Carvalho,Luis Díaz,32289,66669,p244858,p244731,296,293,10,12,LIV,False
10,1,"Sat 6 Aug 2022, 12:30 BST",Fulham,Liverpool,2,2,1702161,66,substitution,"Substitution, Fulham. Manor Solomon replaces Neeskens Kebano.","[62934, 20178]",74914,3904,Manor Solomon,Neeskens Kebano,62934,20178,p235674,p92259,562,204,34,9,FUL,False
11,1,"Sat 6 Aug 2022, 12:30 BST",Fulham,Liverpool,2,2,1702158,59,substitution,"Substitution, Liverpool. James Milner replaces Fabinho.","[2100, 11247]",74914,3510,James Milner,Fabinho,2100,11247,p15157,p116643,274,282,10,12,LIV,False
12,1,"Sat 6 Aug 2022, 12:30 BST",Fulham,Liverpool,2,2,1702149,51,substitution,"Substitution, Liverpool. Darwin Núñez replaces Roberto Firmino.","[70287, 13511]",74914,3024,Darwin Núñez,Roberto Firmino,70287,13511,p447203,p92217,297,279,10,12,LIV,False
13,1,"Sat 6 Aug 2022, 12:30 BST",Fulham,Liverpool,2,2,1702147,51,substitution,"Substitution, Liverpool. Harvey Elliott replaces Thiago because of an injury.","[33185, 5264]",74914,3020,Harvey Elliott,Thiago,33185,5264,p444884,p61558,294,277,10,12,LIV,False
14,1,"Sat 6 Aug 2022, 15:00 BST",AFC Bournemouth,Aston Villa,2,0,1702612,90 +5,substitution,"Substitution, Bournemouth. Junior Stanislas replaces Dominic Solanke.","[3766, 10443]",74912,5693,Junior Stanislas,Dominic Solanke,3766,10443,p56872,p154566,58,66,127,3,BOU,False
15,1,"Sat 6 Aug 2022, 15:00 BST",AFC Bournemouth,Aston Villa,2,0,1702551,86,substitution,"Substitution, Bournemouth. Ryan Christie replaces Marcus Tavernier because of an injury.","[15572, 14846]",74912,5146,Ryan Christie,Marcus Tavernier,15572,14846,p158499,p201658,69,535,127,3,BOU,False
16,1,"Sat 6 Aug 2022, 15:00 BST",AFC Bournemouth,Aston Villa,2,0,1702538,82,substitution,"Substitution, Aston Villa. Douglas Luiz replaces Boubacar Kamara.","[24626, 25067]",74912,4866,Douglas Luiz,Boubacar Kamara,24626,25067,p230046,p226944,46,53,2,2,AVL,False
17,1,"Sat 6 Aug 2022, 15:00 BST",AFC Bournemouth,Aston Villa,2,0,1702535,81,substitution,"Substitution, Aston Villa. Cameron Archer replaces Philippe Coutinho.","[25281, 4525]",74912,4851,Cameron Archer,Philippe Coutinho,25281,4525,p433979,p84583,54,29,2,2,AVL,False
18,1,"Sat 6 Aug 2022, 15:00 BST",AFC Bournemouth,Aston Villa,2,0,1702500,72,substitution,"Substitution, Bournemouth. Lewis Cook replaces Ben Pearson.","[10766, 10566]",74912,4286,Lewis Cook,Ben Pearson,10766,10566,p155408,p156687,67,68,127,3,BOU,False
19,1,"Sat 6 Aug 2022, 15:00 BST",AFC Bournemouth,Aston Villa,2,0,1702477,66,substitution,"Substitution, Aston Villa. Ollie Watkins replaces Danny Ings.","[8658, 8245]",74912,3907,Ollie Watkins,Danny Ings,8658,8245,p178301,p84939,40,30,2,2,AVL,False
20,1,"Sat 6 Aug 2022, 15:00 BST",AFC Bournemouth,Aston Villa,2,0,1702403,46,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Jacob Ramsey.","[26408, 19888]",74912,2700,Emiliano Buendía,Jacob Ramsey,26408,19888,p195546,p232653,42,47,2,2,AVL,False
21,1,"Sat 6 Aug 2022, 15:00 BST",Leeds United,Wolverhampton Wanderers,2,1,1702562,85,substitution,"Substitution, Wolverhampton Wanderers. Chem Campbell replaces Hwang Hee-Chan.","[51648, 20337]",74915,5080,Chem Campbell,Hwang Hee-Chan,51648,20337,p461026,p184754,568,481,38,20,WOL,False
22,1,"Sat 6 Aug 2022, 15:00 BST",Leeds United,Wolverhampton Wanderers,2,1,1702565,84,substitution,"Substitution, Leeds United. Joe Gelhardt replaces Patrick Bamford.","[51754, 4291]",74915,5036,Joe Gelhardt,Patrick Bamford,51754,4291,p462635,p106617,242,227,9,11,LEE,False
23,1,"Sat 6 Aug 2022, 15:00 BST",Leeds United,Wolverhampton Wanderers,2,1,1702564,84,substitution,"Substitution, Leeds United. Crysencio Summerville replaces Brenden Aaronson.","[65961, 63289]",74915,5021,Crysencio Summerville,Brenden Aaronson,65961,63289,p450070,p427637,240,246,9,11,LEE,False
24,1,"Sat 6 Aug 2022, 15:00 BST",Leeds United,Wolverhampton Wanderers,2,1,1702512,73,substitution,"Substitution, Leeds United. Sam Greenwood replaces Marc Roca.","[23911, 22656]",74915,4338,Sam Greenwood,Marc Roca,23911,22656,p248937,p234370,237,245,9,11,LEE,False
25,1,"Sat 6 Aug 2022, 15:00 BST",Leeds United,Wolverhampton Wanderers,2,1,1702465,65,substitution,"Substitution, Leeds United. Mateusz Klich replaces Rodrigo.","[13089, 4095]",74915,3844,Mateusz Klich,Rodrigo,13089,4095,p72222,p80954,223,225,9,11,LEE,False
26,1,"Sat 6 Aug 2022, 15:00 BST",Newcastle United,Nottingham Forest,2,0,1702596,90 +3,substitution,"Substitution, Newcastle United. Sven Botman replaces Bruno Guimarães.","[49908, 74761]",74917,5543,Sven Botman,Bruno Guimarães,49908,74761,p220237,p208706,377,374,23,15,NEW,False
27,1,"Sat 6 Aug 2022, 15:00 BST",Newcastle United,Nottingham Forest,2,0,1702586,90,substitution,"Substitution, Newcastle United. Jacob Murphy replaces Allan Saint-Maximin.","[9662, 12817]",74917,5342,Jacob Murphy,Allan Saint-Maximin,9662,12817,p114243,p170137,365,368,23,15,NEW,False
28,1,"Sat 6 Aug 2022, 15:00 BST",Newcastle United,Nottingham Forest,2,0,1702583,89,substitution,"Substitution, Newcastle United. Chris Wood replaces Callum Wilson.","[3756, 8454]",74917,5337,Chris Wood,Callum Wilson,3756,8454,p60689,p75115,354,356,23,15,NEW,False
29,1,"Sat 6 Aug 2022, 15:00 BST",Newcastle United,Nottingham Forest,2,0,1702539,83,substitution,"Substitution, Nottingham Forest. Alex Mighten replaces Moussa Niakhaté.","[51736, 50862]",74917,4933,Alex Mighten,Moussa Niakhaté,51736,50862,p244930,p199170,395,507,15,16,NFO,False
30,1,"Sat 6 Aug 2022, 15:00 BST",Newcastle United,Nottingham Forest,2,0,1702529,81,substitution,"Substitution, Newcastle United. Ryan Fraser replaces Miguel Almirón.","[8052, 54312]",74917,4820,Ryan Fraser,Miguel Almirón,8052,54312,p90105,p179018,359,369,23,15,NEW,False
31,1,"Sat 6 Aug 2022, 15:00 BST",Newcastle United,Nottingham Forest,2,0,1702528,80,substitution,"Substitution, Newcastle United. Sean Longstaff replaces Joe Willock.","[14897, 14446]",74917,4794,Sean Longstaff,Joe Willock,14897,14446,p180135,p200089,370,373,23,15,NEW,False
32,1,"Sat 6 Aug 2022, 15:00 BST",Newcastle United,Nottingham Forest,2,0,1702513,75,substitution,"Substitution, Nottingham Forest. Orel Mangala replaces Lewis O'Brien.","[49738, 24353]",74917,4463,Orel Mangala,Lewis O'Brien,49738,24353,p179519,p243345,536,524,15,16,NFO,False
33,1,"Sat 6 Aug 2022, 15:00 BST",Newcastle United,Nottingham Forest,2,0,1702457,63,substitution,"Substitution, Nottingham Forest. Taiwo Awoniyi replaces Sam Surridge.","[15340, 13195]",74917,3769,Taiwo Awoniyi,Sam Surridge,15340,13195,p210156,p217331,397,391,15,16,NFO,False
34,1,"Sat 6 Aug 2022, 15:00 BST",Tottenham Hotspur,Southampton,4,1,1702589,90 +2,substitution,"Substitution, Southampton. Nathan Redmond replaces Kyle Walker-Peters.","[3811, 13815]",74918,5480,Nathan Redmond,Kyle Walker-Peters,3811,13815,p83283,p158534,403,409,20,17,SOU,False
35,1,"Sat 6 Aug 2022, 15:00 BST",Tottenham Hotspur,Southampton,4,1,1702546,87,substitution,"Substitution, Tottenham Hotspur. Matt Doherty replaces Emerson Royal.","[4229, 63654]",74918,5174,Matt Doherty,Emerson Royal,4229,63654,p87835,p241157,429,445,21,18,TOT,False
36,1,"Sat 6 Aug 2022, 15:00 BST",Tottenham Hotspur,Southampton,4,1,1702547,86,substitution,"Substitution, Tottenham Hotspur. Yves Bissouma replaces Rodrigo Bentancur.","[50245, 22802]",74918,5151,Yves Bissouma,Rodrigo Bentancur,50245,22802,p227127,p202993,444,440,21,18,TOT,False
37,1,"Sat 6 Aug 2022, 15:00 BST",Tottenham Hotspur,Southampton,4,1,1702544,86,substitution,"Substitution, Tottenham Hotspur. Clément Lenglet replaces Ben Davies.","[21647, 4408]",74918,5144,Clément Lenglet,Ben Davies,21647,4408,p171101,p115556,513,432,21,18,TOT,False
38,1,"Sat 6 Aug 2022, 15:00 BST",Tottenham Hotspur,Southampton,4,1,1702545,86,substitution,"Substitution, Tottenham Hotspur. Lucas Moura replaces Dejan Kulusevski.","[5762, 49316]",74918,5125,Lucas Moura,Dejan Kulusevski,5762,49316,p95715,p445044,431,446,21,18,TOT,False
39,1,"Sat 6 Aug 2022, 15:00 BST",Tottenham Hotspur,Southampton,4,1,1702508,75,substitution,"Substitution, Southampton. Ibrahima Diallo replaces Oriol Romeu.","[49610, 4286]",74918,4480,Ibrahima Diallo,Oriol Romeu,49610,4286,p240143,p78056,416,402,20,17,SOU,False
40,1,"Sat 6 Aug 2022, 15:00 BST",Tottenham Hotspur,Southampton,4,1,1702491,72,substitution,"Substitution, Southampton. Romain Perraud replaces Moussa Djenepo.","[21495, 52153]",74918,4274,Romain Perraud,Moussa Djenepo,21495,52153,p244560,p431131,417,418,20,17,SOU,False
41,1,"Sat 6 Aug 2022, 15:00 BST",Tottenham Hotspur,Southampton,4,1,1702463,66,substitution,"Substitution, Tottenham Hotspur. Ivan Perisic replaces Ryan Sessegnon.","[12901, 14656]",74918,3954,Ivan Perisic,Ryan Sessegnon,12901,14656,p45034,p184349,448,436,21,18,TOT,False
42,1,"Sat 6 Aug 2022, 15:00 BST",Tottenham Hotspur,Southampton,4,1,1702397,46,substitution,"Substitution, Southampton. Stuart Armstrong replaces Adam Armstrong.","[12186, 9199]",74918,2700,Stuart Armstrong,Adam Armstrong,12186,9199,p91047,p155511,405,408,20,17,SOU,False
43,1,"Sat 6 Aug 2022, 15:00 BST",Tottenham Hotspur,Southampton,4,1,1702396,46,substitution,"Substitution, Southampton. Jack Stephens replaces Yan Valery.","[4612, 15011]",74918,2700,Jack Stephens,Yan Valery,4612,15011,p88900,p213482,404,414,20,17,SOU,False
44,1,"Sat 6 Aug 2022, 17:30 BST",Everton,Chelsea,0,1,1702728,90 +9,substitution,"Substitution, Chelsea. Conor Gallagher replaces Jorginho.","[21887, 5682]",74913,5896,Conor Gallagher,Jorginho,21887,5682,p232787,p85955,148,130,4,6,CHE,False
45,1,"Sat 6 Aug 2022, 17:30 BST",Everton,Chelsea,0,1,1702700,75,substitution,"Substitution, Chelsea. Armando Broja replaces Kai Havertz.","[31442, 20810]",74913,4456,Armando Broja,Kai Havertz,31442,20810,p440323,p219847,150,145,4,6,CHE,False
46,1,"Sat 6 Aug 2022, 17:30 BST",Everton,Chelsea,0,1,1702699,75,substitution,"Substitution, Chelsea. Marc Cucurella replaces Kalidou Koulibaly because of an injury.","[27277, 6709]",74913,4447,Marc Cucurella,Kalidou Koulibaly,27277,6709,p179268,p86129,112,520,4,6,CHE,False
47,1,"Sat 6 Aug 2022, 17:30 BST",Everton,Chelsea,0,1,1702696,70,substitution,"Substitution, Everton. Rúben Vinagre replaces Yerry Mina because of an injury.","[20171, 32923]",74913,4159,Rúben Vinagre,Yerry Mina,20171,32923,p216054,p164511,531,188,7,8,EVE,False
48,1,"Sat 6 Aug 2022, 17:30 BST",Everton,Chelsea,0,1,1702695,65,substitution,"Substitution, Chelsea. Ruben Loftus-Cheek replaces Ben Chilwell.","[5179, 13491]",74913,3886,Ruben Loftus-Cheek,Ben Chilwell,5179,13491,p126187,p172850,136,139,4,6,CHE,False
49,1,"Sat 6 Aug 2022, 17:30 BST",Everton,Chelsea,0,1,1702694,65,substitution,"Substitution, Chelsea. Christian Pulisic replaces Mason Mount.","[15559, 14580]",74913,3879,Christian Pulisic,Mason Mount,15559,14580,p176413,p184341,140,142,4,6,CHE,False
50,1,"Sat 6 Aug 2022, 17:30 BST",Everton,Chelsea,0,1,1702692,61,substitution,"Substitution, Everton. Dele Alli replaces Dwight McNeil.","[9167, 24797]",74913,3646,Dele Alli,Dwight McNeil,9167,24797,p108823,p433154,181,534,7,8,EVE,False
51,1,"Sat 6 Aug 2022, 17:30 BST",Everton,Chelsea,0,1,1702630,18,substitution,"Substitution, Everton. Mason Holgate replaces Ben Godfrey because of an injury.","[10564, 10968]",74913,1039,Mason Holgate,Ben Godfrey,10564,10968,p194164,p198826,192,193,7,8,EVE,False
52,1,"Sun 7 Aug 2022, 14:00 BST",Leicester City,Brentford,2,2,1702877,83,substitution,"Substitution, Brentford. Halil Dervisoglu replaces Yoane Wissa.","[49461, 117497]",74916,4967,Halil Dervisoglu,Yoane Wissa,49461,117497,p434662,p216646,541,89,130,4,BRE,False
53,1,"Sun 7 Aug 2022, 14:00 BST",Leicester City,Brentford,2,2,1702876,83,substitution,"Substitution, Brentford. Mads Bech Sørensen replaces Aaron Hickey.","[25540, 115166]",74916,4967,Mads Bech Sørensen,Aaron Hickey,25540,115166,p228044,p472713,91,510,130,4,BRE,False
54,1,"Sun 7 Aug 2022, 14:00 BST",Leicester City,Brentford,2,2,1702850,73,substitution,"Substitution, Brentford. Shandon Baptiste replaces Christian Nørgaard.","[24773, 42331]",74916,4356,Shandon Baptiste,Christian Nørgaard,24773,42331,p432160,p128295,94,79,130,4,BRE,False
55,1,"Sun 7 Aug 2022, 14:00 BST",Leicester City,Brentford,2,2,1702848,73,substitution,"Substitution, Leicester City. Patson Daka replaces Kiernan Dewsbury-Hall.","[24994, 14706]",74916,4333,Patson Daka,Kiernan Dewsbury-Hall,24994,14706,p245419,p215413,271,266,26,10,LEI,False
56,1,"Sun 7 Aug 2022, 14:00 BST",Leicester City,Brentford,2,2,1702822,59,substitution,"Substitution, Brentford. Keane Lewis-Potter replaces Ben Mee.","[24369, 3909]",74916,3495,Keane Lewis-Potter,Ben Mee,24369,3909,p249231,p51927,515,526,130,4,BRE,False
57,1,"Sun 7 Aug 2022, 14:00 BST",Leicester City,Brentford,2,2,1702824,59,substitution,"Substitution, Brentford. Josh Dasilva replaces Mathias Jensen.","[14457, 49726]",74916,3483,Josh Dasilva,Mathias Jensen,14457,49726,p183656,p207283,83,88,130,4,BRE,False
58,1,"Sun 7 Aug 2022, 14:00 BST",Manchester United,Brighton and Hove Albion,1,2,1702906,90 +5,substitution,"Substitution, Brighton and Hove Albion. Deniz Undav replaces Danny Welbeck.","[114957, 3452]",74919,5683,Deniz Undav,Danny Welbeck,114957,3452,p450434,p50175,123,103,131,5,BHA,False
